"","118_103","118_118","118_123","118_141","118_187","118_201","118_231","118_233","118_242","118_251","118_363","118_379","118_380","118_381","118_512","118_653","118_685","118_726","118_728","118_733","118_776","118_837","118_907","118_912","118_918","118_1168","118_1174","118_1235","119_22","119_51","119_52","119_57","119_58","119_60","119_69","119_70","119_76","119_77","119_94","119_95","119_109","119_110","119_111","119_113","119_136","119_142","119_144","119_165","119_167","119_181","119_199","119_223","119_224","119_225","119_280","119_293","119_295"
"22546",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22547",-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22548",-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"22549",-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22550",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22551",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22552",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"22553",-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22554",-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22555",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22556",-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22558",-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22559",-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,-0.689655172413793,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22562",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22563",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29354",-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
